Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
4a54a165-6beb-2bed-2edb-ed7a54117b59,1971-04-09,,999-96-6869,S99983125,X3987675X,Mrs.,Linsey338,Alona471,Bednar518,,Wunsch504,M,white,hispanic,F,Merced  California  US,655 Hirthe Esplanade,Oakland,California,Alameda County,6001,94705,37.84734245735317,-122.21727866474546,876512.25,1066328.05,64386
bd3db39e-64f6-b795-6d58-6d555fa3b9c6,1994-01-07,,999-99-9841,S99999410,X53532621X,Mr.,Phillip440,,Herman763,,,M,white,hispanic,M,Los Angeles  California  US,909 Heaney Station Suite 24,Oakland,California,Alameda County,6001,94605,37.835991283845836,-122.23570292513065,19359.35,111100.61,408687
487a81ac-8ee4-1855-b9cb-5cce12f30668,1996-04-13,,999-16-2863,S99972539,X17460996X,Mrs.,Madonna830,Emilia403,Hahn503,,Friesen796,M,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,947 Bogisich Crossroad Unit 28,Oakland,California,Alameda County,6001,94577,37.70173810733393,-122.19925527215182,120401.40,553893.48,74942
c2d9edb0-a34c-9e3d-eac5-11c780cac8da,1981-06-19,,999-45-7265,S99968113,X38897215X,Mrs.,Raquel318,Lola232,Bueno515,,Olvera69,W,black,hispanic,F,San Jose  San Jose  CR,315 Homenick Meadow Apt 4,Oakland,California,Alameda County,6001,94619,37.79213643058814,-122.315236739046,451502.57,151494.52,54366
39f6d35f-2d60-6536-909c-a69a2106f669,2001-05-17,,999-10-5265,S99995790,X8562631X,Ms.,Thi53,Jann271,Price929,,,,black,nonhispanic,F,Lomita  California  US,1000 Deckow Track,Oakland,California,Alameda County,6001,94621,37.81395067095806,-122.22722183255358,66881.44,351510.51,45769
2ecc37e6-7a16-cce3-765d-90fc19fdbf68,1967-05-15,,999-20-4024,S99956910,X58509142X,Mr.,Gilbert263,Frank378,Harvey63,,,S,white,nonhispanic,M,Whittier  California  US,323 Conroy Terrace Unit 85,Oakland,California,Alameda County,6001,94606,37.8558855671395,-122.28081208244727,11380.62,344651.53,19149
8a322483-0688-7fd3-7866-2fd1f7dbe39e,1942-07-01,2002-11-13,999-49-7104,S99998434,X38733112X,Mr.,Luigi346,Eugenio846,Herzog843,,,M,white,nonhispanic,M,San Jose  California  US,1071 Ortiz Gateway,Oakland,California,Alameda County,6001,94705,37.77040979252104,-122.2300501651759,181520.52,357180.99,33258
dd4dc8e1-f1e8-f2ed-7340-9527da105652,2017-07-22,,999-48-1948,,,,Damon455,,Lindgren255,,,,asian,nonhispanic,M,Chongqing  Chongqing Municipality  CN,251 Hills Parade Unit 31,Oakland,California,Alameda County,6001,94603,37.71462448679391,-122.22806454607272,2450.00,32287.99,31923
3dc1ee84-9bc1-f5a3-22ab-884ab17bccaa,1972-07-08,,999-95-2373,S99916832,X33710485X,Mrs.,Vernita491,Stefani254,Spinka232,,Erdman779,M,asian,nonhispanic,F,Bangalore  Karnataka  IN,693 Emard Glen,Oakland,California,Alameda County,6001,94608,37.77593985064836,-122.34517332201101,25308.92,2302971.63,16994
55bb0a7f-06ae-f023-76a6-ea339ee691b8,1972-02-27,,999-31-8374,S99942054,X85180072X,Mr.,Randolph418,Sammy219,Hoppe518,,,M,asian,nonhispanic,M,Watsonville  California  US,754 Smith Gateway,Oakland,California,Alameda County,6001,94603,37.772863868858614,-122.27316573023758,161029.49,21608.68,77407
243ac86f-92fb-8c79-3213-3f22eb7eb4ee,1974-03-27,,999-31-6935,S99998114,X82592856X,Mr.,Darrell400,Graham902,Goldner995,,,M,white,nonhispanic,M,Moorpark  California  US,118 West Burg Unit 99,Oakland,California,Alameda County,6001,94618,37.78442487118687,-122.23321813487883,618880.66,413679.37,87834
325440bc-affb-0fb4-1a4b-83b78dd03cee,2012-05-04,,999-95-5910,,,,Tyrell880,Sydney660,Blick895,,,,asian,nonhispanic,M,Hollister  California  US,396 Daniel Bypass,Oakland,California,Alameda County,6001,94705,37.74591729551288,-122.21784431091454,14662.11,63843.60,67628
4ff4fb82-3e45-12da-b8ef-a52db1953147,1987-04-05,,999-65-2700,S99978439,X82484351X,Mrs.,Concepción765,Carmen818,Nájera755,,Olivárez848,M,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,321 Carter Underpass Apt 56,Oakland,California,Alameda County,6001,94621,37.747342730237314,-122.14101612949669,11464.34,768943.06,19759
e8f37b6d-4f59-9f5c-73e2-a4269f481ace,1976-10-22,,999-11-1923,S99947996,X68027921X,Mr.,Wilson960,Lonny638,Donnelly343,,,D,black,nonhispanic,M,Oakland  California  US,912 Smith Underpass,Oakland,California,Alameda County,6001,94610,37.79969425304516,-122.27052118108992,108188.14,127705.02,43593
ed6f030d-b967-3319-b4df-34d6e1850a74,2000-08-03,,999-64-9481,S99977237,X52206877X,Mr.,Anibal473,Denny560,O'Conner199,,,,asian,nonhispanic,M,Ridgecrest  California  US,476 Huels Ramp Suite 8,Oakland,California,Alameda County,6001,94601,37.78728140406789,-122.24139476077119,66900.08,2766.03,64786
881a2a34-0192-78ed-9b24-24931a50dde7,1952-05-14,,999-24-1084,S99924303,X27106156X,Mr.,Noel608,Bob965,Kemmer137,,,M,asian,nonhispanic,M,Long Beach  California  US,733 Waelchi Viaduct Unit 43,Oakland,California,Alameda County,6001,94608,37.84137561082669,-122.29617803577624,18430.20,739515.60,20064
ff857156-a711-4030-4f7c-c2adfa74b6f3,1983-03-02,,999-12-1229,S99997732,X45342276X,Mr.,Ted955,,Zulauf375,,,M,asian,nonhispanic,M,Ho Chi Minh City  Gia Định  VN,472 Hammes Union Unit 38,Oakland,California,Alameda County,6001,94612,37.712786392393305,-122.21084977358633,209936.55,10548.77,65421
f744c182-3748-4457-09d6-6dc4f28132e4,1942-07-01,2000-03-17,999-18-5015,S99964677,X41334600X,Mr.,Tom274,Clayton230,Wolff180,,,M,white,nonhispanic,M,Perris  California  US,719 Kuphal Estate,Oakland,California,Alameda County,6001,94618,37.8073855064296,-122.17148905165578,142147.38,153414.28,33258
6a531fe2-102d-9f40-e105-9240116ba937,2018-09-14,,999-39-1847,,,,César846,Alejandro916,Lucio648,,,,black,hispanic,M,Carolina  Puerto Rico  PR,967 Tremblay Plaza Apt 38,Oakland,California,Alameda County,6001,94704,37.81971716692778,-122.25963031034281,21659.41,0.00,60117
22b0865b-36f4-d34c-a14a-54cb539478e7,1943-02-27,,999-15-9451,S99932958,X33931016X,Mrs.,Sabra779,Dawna21,Gulgowski816,,Maggio310,D,white,nonhispanic,F,Los Angeles  California  US,265 Collins View Unit 99,Oakland,California,Alameda County,6001,94621,37.793493957839246,-122.18034346009313,449217.14,770853.87,96100
f2d0ca1f-4ed4-f8dd-c755-bdcfcf4ff40f,2000-05-12,,999-26-7287,S99983390,X69515582X,Ms.,Ronald408,,Schaefer657,,,,white,nonhispanic,F,Upland  California  US,939 Ondricka Stravenue Apt 8,Oakland,California,Alameda County,6001,94609,37.763192040643176,-122.27044362526354,263278.59,19652.88,115672
b3a56c9e-e8c5-1547-5088-af22087d5eac,1951-12-17,,999-58-9479,S99994503,X46486994X,Mr.,Sammie902,Gale827,Williamson769,,,M,asian,nonhispanic,M,Orange  California  US,1061 Schuppe Pathway,Oakland,California,Alameda County,6001,94704,37.82482482248629,-122.30298262327845,204230.63,1055408.46,34511
bb588c7c-8993-b77b-2d7d-3cbedc1f47f3,2007-08-04,,999-19-6910,S99938699,,Mr.,Gregorio366,Lucas404,Calvillo618,,,,white,hispanic,M,Bogota  Bogota  CO,658 Conn Stravenue,Oakland,California,Alameda County,6001,94704,37.8057982045174,-122.25477476470967,13484.74,989360.23,135947
557e0d92-bf42-3249-4207-31f1d4bd9096,1958-02-07,,999-79-3733,S99973086,X82901078X,Mr.,Eduardo902,Ramiro608,Castro740,,,M,black,hispanic,M,Carolina  Puerto Rico  PR,414 Howell Throughway,Oakland,California,Alameda County,6001,94612,37.74903567876056,-122.26099259995078,263525.52,161801.57,52557
cb781a7f-9026-5499-af99-5007ba69d575,1969-08-05,,999-74-9706,S99969644,X24486799X,Mrs.,Nana422,Rachelle804,Littel644,,Hoeger474,M,white,nonhispanic,F,San Bernardino  California  US,366 Yundt Frontage road Suite 55,Oakland,California,Alameda County,6001,94704,37.78875478803786,-122.17866569904625,186732.44,1438313.27,33415
7ff39530-6b15-135b-3eda-4d68372be9c6,2012-10-11,,999-37-6392,,,,Ewa95,Meghann680,Bednar518,,,,white,nonhispanic,F,Los Angeles  California  US,323 Hirthe Annex Apt 59,Oakland,California,Alameda County,6001,94705,37.78658617932733,-122.23898124483081,19231.47,18464.12,797470
1aa38066-e030-aa1b-ff41-460a19b419fd,1954-09-22,,999-90-6987,S99915455,X88453543X,Mr.,Philip822,Augustine565,Bartell116,,,M,white,hispanic,M,San Pablo  California  US,285 Terry Forge,Oakland,California,Alameda County,6001,94618,37.80213804671074,-122.22491750667947,11098.30,317359.49,877
76dd715b-9fa2-51e6-99c6-7ef209fc8d7c,1978-08-02,,999-40-6701,S99913296,X83826841X,Mr.,Jerónimo599,Miguel Ángel46,Castro740,,,M,other,hispanic,M,Lima  Lima Province  PE,685 Gislason Burg Suite 72,Oakland,California,Alameda County,6001,94611,37.66992208820155,-122.16451410368583,188058.10,123544.58,53802
748d9623-5b7c-eca1-ecdf-2cbf18e31fda,1977-04-17,,999-47-2227,S99926425,X73642536X,Mrs.,Jaime666,Beryl690,Russel238,,Barrows492,W,asian,nonhispanic,F,Woodland  California  US,950 Miller Trace Suite 64,Oakland,California,Alameda County,6001,94618,37.883358595244516,-122.22190701507527,788762.88,244613.00,49584
316d0067-4e24-589c-28f7-9f8076dad82b,1983-04-04,,999-60-8460,S99963534,X35165740X,Mrs.,Emilee283,Susann104,Conn188,,Schuster709,M,other,nonhispanic,F,Bostonia  California  US,699 Herzog Mews Apt 94,Oakland,California,Alameda County,6001,94607,37.82500091874405,-122.2768494672073,286517.45,709485.72,632075
e214c6de-117b-5fc9-e33d-45c73b4a08a2,1947-06-02,2020-10-11,999-75-6513,S99927856,X74430366X,Mrs.,Adrien235,Twana617,Schumm995,,Renner328,D,white,nonhispanic,F,Mount Shasta  California  US,517 Howe Wynd Suite 84,Oakland,California,Alameda County,6001,94577,37.745663076876696,-122.11598823582901,364396.20,2187420.62,536725
eb8354a3-13a5-6528-01d0-367a47605eb5,2015-08-09,,999-47-7587,,,,Johnny786,Wilford267,Ernser583,,,,white,nonhispanic,M,Upland  California  US,407 Zieme Passage Unit 34,Oakland,California,Alameda County,6001,94606,37.887295022590784,-122.22654070917672,14104.82,3698.10,59081
e78d8d4e-e694-0c26-65be-ed35e47f3fcc,1977-11-23,,999-28-3647,S99936212,X46654141X,Mrs.,Vina438,Bailey598,Lynch190,,Mitchell808,M,white,nonhispanic,F,Encinitas  California  US,761 Rosenbaum Mission,Oakland,California,Alameda County,6001,94603,37.77300227995593,-122.168487284734,344145.92,1555371.44,953238
99240b26-c63d-1afa-d949-098e82e63056,2003-06-13,,999-56-7898,S99982239,X59707891X,Ms.,Ghislaine112,Elena945,O'Hara248,,,,white,nonhispanic,F,East Palo Alto  California  US,820 Konopelski Tunnel Apt 89,Oakland,California,Alameda County,6001,94621,37.7842643081579,-122.22340299638458,8603.55,912196.92,18316
7aa4a1a9-3bd2-6db0-35dd-04bae51d2cd7,2016-07-19,,999-47-9603,,,,Summer593,Pa577,Lebsack687,,,,white,nonhispanic,F,Los Angeles  California  US,760 McClure Club Unit 48,Oakland,California,Alameda County,6001,94603,37.81469633131652,-122.21981208598636,10465.77,17614.72,79628
4fa36843-325b-95d2-50e4-9ba8838f00d3,1942-07-01,2026-01-09,999-82-8122,S99976689,X59142175X,Mr.,Cletus494,Brant303,Berge125,,,M,white,nonhispanic,M,Huntington Beach  California  US,460 Willms Spur Apt 99,Oakland,California,Alameda County,6001,94608,37.814496025842494,-122.30446408895699,246579.48,1040730.14,33258
f1f046dc-0740-77db-6f8e-48c153e61a1e,2022-09-06,,999-98-9499,,,,Garnet389,,Wolf938,,,,white,hispanic,F,Santa Rosa  California  US,370 Schultz Corner Suite 24,Oakland,California,Alameda County,6001,94621,37.81503405614706,-122.29028910202403,400.00,7223.24,2173
1b7f6e73-e9f5-1d6b-ae26-cf0950756b20,1967-04-17,,999-21-7076,S99997329,X35567040X,Mrs.,Tia76,Venus149,Rutherford999,,Gaylord332,M,white,nonhispanic,F,Newport Beach  California  US,749 Feeney Brook Unit 18,Oakland,California,Alameda County,6001,94607,37.82251965181657,-122.16472730818576,11712.04,604538.99,15022
6677d43a-0b93-16c9-de8d-5e6bab0fdec5,1946-12-16,,999-94-6580,S99975727,X41803582X,Mrs.,Minh326,Wilhelmina724,Bode78,,Pacocha935,D,white,nonhispanic,F,Ceres  California  US,979 Grimes Crossroad,Oakland,California,Alameda County,6001,94613,37.70948567497227,-122.2286178780744,911428.26,359938.26,116934
d3b1bf38-c55d-c829-cc6f-6d6ebc52cb43,1964-09-25,,999-98-4522,S99976447,X5048227X,Ms.,Milly429,Cody889,Wisoky380,,,S,white,nonhispanic,F,Kentfield  California  US,698 Gibson Crossing,Oakland,California,Alameda County,6001,94610,37.742529967774175,-122.25026537438043,1595687.02,986321.68,81062
afad436c-6579-9517-6f18-8a90a6c1d201,1967-08-04,,999-10-1803,S99937640,X72887082X,Mrs.,Elvie131,,Jones311,,Balistreri607,M,white,nonhispanic,F,Spring Valley  California  US,689 Romaguera Underpass Unit 6,Oakland,California,Alameda County,6001,94704,37.7416964515055,-122.15522877962641,47249.63,1044057.74,439207
00280ef6-2c50-9404-7339-e87931f61be2,2008-09-19,,999-36-5693,S99930102,,,Elaina826,,Pfeffer420,,,,asian,nonhispanic,F,Cupertino  California  US,761 Muller Track Suite 72,Oakland,California,Alameda County,6001,94621,37.70264106842381,-122.19735507262041,55011.27,29714.10,57301
5c42b580-745e-708f-cd93-c36099e0c219,1955-11-13,,999-78-4649,S99949094,X88903377X,Mr.,Danilo179,,Rau926,,,S,black,nonhispanic,M,Santee  California  US,739 Schuppe Crossing Unit 39,Oakland,California,Alameda County,6001,94603,37.824804755211666,-122.21869237635434,233425.54,259547.68,175424
4d401337-8537-8107-de50-c0f6e14b3217,1997-01-15,,999-87-5988,S99961297,X52708380X,Mrs.,Velda682,Leo278,Romaguera67,,Kerluke267,M,white,nonhispanic,F,Los Angeles  California  US,426 Ruecker Forge,Oakland,California,Alameda County,6001,94618,37.79173785709957,-122.24263094654363,155925.38,416396.44,195872
09d8a304-16e1-0398-5f6d-1c83565604fa,2007-04-16,,999-18-2632,S99924686,,Ms.,Cyndy549,Shantell717,Kertzmann286,,,,hawaiian,hispanic,F,Richgrove  California  US,385 Jacobi Branch,Oakland,California,Alameda County,6001,94605,37.775550204032506,-122.24337891410077,3600.00,94226.86,24844
00aacaa7-e04e-40d2-2aa4-6032fc33f047,1970-05-30,,999-88-6593,S99977820,X46853004X,Mrs.,Kala987,Toni630,Gusikowski974,,Batz141,M,white,nonhispanic,F,Santa Ana  California  US,671 Rice Harbor Apt 32,Oakland,California,Alameda County,6001,94621,37.842637988368026,-122.28633744229138,246329.94,1098895.87,26415
78893f67-f129-1916-b76a-32b132925944,1964-04-17,,999-77-6020,S99982356,X86488908X,Mr.,Solomon675,,Miller503,,,M,asian,nonhispanic,M,Oceanside  California  US,313 Rutherford Dale,Oakland,California,Alameda County,6001,94605,37.83801946610117,-122.20226447446053,224320.72,78419.90,112141
4e868da5-de14-6f1b-2de6-6898cf918af4,1964-03-06,,999-34-6303,S99947542,X35651122X,Mrs.,Karen597,Kenyatta61,Lakin515,,Wuckert783,M,white,nonhispanic,F,Los Angeles  California  US,366 Doyle Well,Oakland,California,Alameda County,6001,94607,37.766048728358925,-122.23729519286297,830122.89,305130.33,45790
87c51a0d-72b2-4530-fe9e-588fe6a18113,1988-12-06,,999-63-4958,S99955658,X14630167X,Mr.,Mathew182,Wally311,Kirlin939,JD,,M,white,nonhispanic,M,Lucas Valley-Marinwood  California  US,541 Braun View,Oakland,California,Alameda County,6001,94608,37.779812885955685,-122.29354449258906,33168.99,99871.72,25149
d60b3422-59dd-037e-b3e6-da57ddd338b7,2012-06-21,,999-38-9030,,,,Delmar187,Manual570,Walker122,,,,white,hispanic,M,McSwain  California  US,200 Bradtke Passage,Oakland,California,Alameda County,6001,94603,37.7151846973873,-122.17592704220039,2618.10,47468.78,35129
